ID,Type,Blast,Play,Sleep,Consume,Negativist,Process,Static,Vortical,Holographic,Causal,Dialectic,Dominant,Creative,Harmonizing,Normalizing
ESFJc_71_frame190,ESFJc,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ENFPc_99_frame150,ENFPc,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
INTJ_12_frame230,INTJ_,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1
ENTP_160_frame300,ENTP_,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0
INTJc_125_frame490,INTJc,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0
ISTPc_69_frame500,ISTPc,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0
ENTJ_133_frame160,ENTJ_,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
INFP_3_frame230,INFP_,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
ESTJ_62_frame510,ESTJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ESFP_84_frame250,ESFP_,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0
ENFJ_92_frame570,ENFJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ENTJ_141_frame180,ENTJ_,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
ESTP_18_frame0,ESTP_,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0
INFPc_65_frame260,INFPc,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0
ENTPc_162_frame40,ENTPc,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
ISTP_168_frame170,ISTP_,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
ISFP_173_frame500,ISFP_,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
ISFJ_172_frame210,ISFJ_,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1
ISFJc_119_frame180,ISFJc,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0
ENFJ_97_frame190,ENFJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ESTPc_109_frame440,ESTPc,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
ENFJc_45_frame240,ENFJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ENFJc_44_frame0,ENFJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ENFJc_51_frame520,ENFJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ESTJc_32_frame430,ESTJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ENFPc_100_frame210,ENFPc,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
ISFJ_171_frame230,ISFJ_,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1
ENFJc_39_frame350,ENFJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ESTJc_36_frame160,ESTJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ENFJc_46_frame260,ENFJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ENFJc_52_frame500,ENFJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
INFJ_6_frame590,INFJ_,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
ISTP_167_frame440,ISTP_,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
ESFJ_70_frame390,ESFJ_,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
ESTJc_33_frame580,ESTJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ENTP_159_frame550,ENTP_,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0
ESFP_85_frame40,ESFP_,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0
ESFJc_78_frame510,ESFJc,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ENTJ_134_frame160,ENTJ_,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
INFJc_152_frame390,INFJc,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ESTPc_106_frame50,ESTPc,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
ESTPc_115_frame360,ESTPc,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
ISTP_166_frame70,ISTP_,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
ISTJc_148_frame40,ISTJc,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ENTJc_82_frame380,ENTJc,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
INTJ_11_frame210,INTJ_,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1
ENTJ_137_frame430,ENTJ_,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
ENTP_157_frame40,ENTP_,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0
INFP_0_frame210,INFP_,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
ESTJ_61_frame530,ESTJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ENFP_86_frame70,ENFP_,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0
INFP_2_frame380,INFP_,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
ENFPc_104_frame230,ENFPc,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
INTJc_124_frame520,INTJc,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0
ISTPc_66_frame0,ISTPc,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0
ENFJc_53_frame20,ENFJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ESTJc_25_frame210,ESTJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ISTP_167_frame520,ISTP_,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
INTJc_129_frame590,INTJc,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0
ENTJ_136_frame190,ENTJ_,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
ENFJc_46_frame300,ENFJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ENFJc_52_frame460,ENFJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
INTJc_127_frame110,INTJc,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0
ENTJc_80_frame70,ENTJc,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ISFJ_171_frame350,ISFJ_,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1
ENFJc_39_frame230,ENFJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ESFJc_71_frame580,ESFJc,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ESFJc_78_frame470,ESFJc,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ENFJc_44_frame290,ENFJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ESTP_14_frame510,ESTP_,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0
ESTJ_62_frame100,ESTJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
INFJ_7_frame30,INFJ_,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
ESTJ_61_frame450,ESTJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
INTJ_11_frame370,INTJ_,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1
ENFJc_40_frame40,ENFJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ENFJ_88_frame280,ENFJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ISFJ_172_frame600,ISFJ_,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1
ENFJ_97_frame580,ENFJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ESFP_85_frame280,ESFP_,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0
ENFJ_89_frame330,ENFJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ISFPc_56_frame70,ISFPc,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0
ESTJc_36_frame570,ESTJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ESTJc_22_frame210,ESTJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
INFJ_8_frame500,INFJ_,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
INTJc_127_frame460,INTJc,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0
ESTPc_110_frame390,ESTPc,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
ENFJc_41_frame300,ENFJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ENFJc_43_frame290,ENFJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ESTJ_62_frame470,ESTJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ESTPc_112_frame200,ESTPc,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
ESFJc_78_frame100,ESFJc,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ENTJ_134_frame570,ENTJ_,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
ISTPc_69_frame460,ISTPc,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0
ENTP_160_frame260,ENTP_,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0
ENFJ_93_frame50,ENFJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
INTJ_12_frame350,INTJ_,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1
ESTJ_58_frame200,ESTJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
INTJ_11_frame600,INTJ_,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1
ENFJ_94_frame60,ENFJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
INTJc_128_frame420,INTJc,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0
INTJ_12_frame60,INTJ_,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1
ESTJc_26_frame230,ESTJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ESTJc_32_frame550,ESTJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
INFP_1_frame10,INFP_,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
ISTPc_66_frame420,ISTPc,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0
ENFJc_45_frame320,ENFJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ESTPc_109_frame520,ESTPc,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
ESTJc_30_frame60,ESTJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
INFJc_153_frame340,INFJc,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ENFJc_49_frame80,ENFJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ENTJc_80_frame600,ENTJc,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ESTPc_116_frame80,ESTPc,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
ISFJ_172_frame370,ISFJ_,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1
ENTJ_132_frame40,ENTJ_,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
ENTJ_142_frame200,ENTJ_,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
ESTJc_34_frame350,ESTJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ENFJ_89_frame480,ENFJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ESTPc_117_frame150,ESTPc,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
ISFJ_171_frame190,ISFJ_,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1
ESTJ_59_frame170,ESTJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
INTJc_129_frame40,INTJc,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0
ENFJc_48_frame540,ENFJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ENFJ_88_frame60,ENFJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ESTJc_21_frame20,ESTJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ISFPc_56_frame210,ISFPc,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0
INFJc_154_frame180,INFJc,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ENFJ_90_frame230,ENFJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ESTPc_113_frame170,ESTPc,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
INFJ_5_frame360,INFJ_,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
ESTPc_109_frame290,ESTPc,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
ENFJc_45_frame490,ENFJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ENFJ_170_frame210,ENFJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ESTJc_26_frame10,ESTJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ESFJc_72_frame210,ESFJc,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ESTP_16_frame70,ESTP_,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0
ENFJc_53_frame260,ENFJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ISTJc_148_frame100,ISTJc,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
INTJc_128_frame390,INTJc,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0
ESTP_17_frame280,ESTP_,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0
ISTP_166_frame320,ISTP_,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
ESTPc_118_frame110,ESTPc,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
ESTJc_24_frame410,ESTJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ESFJc_71_frame230,ESFJc,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
INTJ_12_frame190,INTJ_,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1
ENFJc_44_frame520,ENFJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ISTP_169_frame10,ISTP_,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
ISTJc_147_frame20,ISTJc,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ENFJ_98_frame270,ENFJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
INFP_3_frame190,INFP_,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
ENTJ_142_frame40,ENTJ_,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
ISTP_165_frame300,ISTP_,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
ESTJc_33_frame350,ESTJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ESFJ_70_frame540,ESFJ_,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
ESTP_18_frame80,ESTP_,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0
ISTP_167_frame290,ISTP_,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
ESTPc_110_frame150,ESTPc,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
INFJc_152_frame50,INFJc,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ENFPc_103_frame190,ENFPc,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
ISFJc_119_frame220,ISFJc,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0
ENFJ_97_frame230,ENFJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
INTJc_130_frame490,INTJc,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0
INFJc_155_frame60,INFJc,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ESTJ_63_frame270,ESTJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ISFJc_120_frame100,ISFJc,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0
ENTJ_132_frame600,ENTJ_,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
ISTJc_143_frame410,ISTJc,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ESTJc_30_frame600,ESTJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ESTJc_24_frame160,ESTJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
INFJc_156_frame560,INFJc,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ENTJ_141_frame220,ENTJ_,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
INFJc_155_frame150,INFJc,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ESFJc_72_frame30,ESFJc,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ENFJc_43_frame130,ENFJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ISTP_165_frame260,ISTP_,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
ENFPc_105_frame140,ENFPc,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
ESTPc_110_frame20,ESTPc,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
INFJc_152_frame420,INFJc,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ESFJc_71_frame350,ESFJc,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ISFJ_171_frame580,ISFJ_,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1
INTJ_10_frame160,INTJ_,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1
ENFJc_48_frame150,ENFJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
INTJc_129_frame340,INTJc,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0
ENFPc_105_frame50,ENFPc,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
ENFJ_87_frame410,ENFJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ESFJ_70_frame420,ESFJ_,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
ISTJc_143_frame570,ISTJc,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ESFJc_78_frame40,ESFJc,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
INFP_2_frame430,INFP_,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
ESTPc_107_frame200,ESTPc,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
ENFJ_97_frame350,ENFJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ENFJ_170_frame600,ENFJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ISFJc_119_frame340,ISFJc,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0
ENFJc_45_frame50,ENFJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ESTP_19_frame210,ESTP_,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0
ENFPc_101_frame160,ENFPc,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
ENTJc_82_frame430,ENTJc,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ESTJc_37_frame210,ESTJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
INFJc_151_frame170,INFJc,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ISTJc_146_frame190,ISTJc,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ENTJ_141_frame340,ENTJ_,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
ESTPc_117_frame10,ESTPc,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
ENFJc_48_frame10,ENFJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ESTJ_61_frame280,ESTJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
INFP_3_frame30,INFP_,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
INFJc_152_frame150,INFJc,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ENFJc_44_frame130,ENFJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ENTJ_142_frame360,ENTJ_,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
INTJc_125_frame320,INTJc,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0
ESTJc_32_frame40,ESTJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ISFPc_56_frame370,ISFPc,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0
ENFJ_87_frame160,ENFJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ENFJc_48_frame420,ENFJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ENTJ_136_frame230,ENTJ_,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
INTJ_10_frame40,INTJ_,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1
ENTJc_83_frame580,ENTJc,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ENFJ_96_frame40,ENFJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ENFJ_170_frame370,ENFJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ESTJc_21_frame190,ESTJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ESTJ_64_frame310,ESTJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ENTJ_132_frame210,ENTJ_,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
INFP_2_frame140,INFP_,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
ENFJ_91_frame70,ENFJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ESFP_85_frame120,ESFP_,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0
ESFJc_71_frame80,ESFJc,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ESTJc_24_frame570,ESTJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
INFJc_156_frame170,INFJc,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ESTJc_30_frame210,ESTJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ISTP_166_frame240,ISTP_,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
ENFJc_40_frame110,ENFJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ESFJc_75_frame600,ESFJc,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ENFJc_53_frame300,ENFJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
INFJc_151_frame400,INFJc,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ENTJc_82_frame140,ENTJc,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ENTPc_162_frame100,ENTPc,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
ENFJ_88_frame120,ENFJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ENTPc_162_frame80,ENTPc,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
INFJc_151_frame370,INFJc,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
INTJc_126_frame100,INTJc,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0
ENTJ_141_frame140,ENTJ_,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
ENFP_86_frame600,ENFP_,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0
ESTJc_24_frame200,ESTJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ESTJc_30_frame560,ESTJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ISFPc_55_frame150,ISFPc,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0
ESTJc_26_frame390,ESTJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ISFJc_120_frame260,ISFJc,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0
ENFJc_45_frame280,ENFJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ISTPc_68_frame100,ISTPc,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0
ENFJ_97_frame150,ENFJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ESTPc_109_frame480,ESTPc,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
ESTJ_64_frame460,ESTJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ENFJ_170_frame400,ENFJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ISFJc_119_frame140,ISFJc,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0
ENFJ_89_frame290,ENFJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ENTJ_137_frame90,ENTJ_,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
ESTPc_110_frame230,ESTPc,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
ENFJ_93_frame170,ENFJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ISFPc_56_frame400,ISFPc,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0
ENFJc_43_frame330,ENFJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ESFJc_76_frame420,ESFJc,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ENFJ_98_frame110,ENFJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ENTJ_142_frame410,ENTJ_,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
ENTP_157_frame460,ENTP_,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0
ENFPc_99_frame190,ENFPc,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
ENTJc_81_frame360,ENTJc,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ENTJ_139_frame60,ENTJ_,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
INFJc_156_frame370,INFJc,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ENFP_86_frame370,ENFP_,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0
ENFJc_40_frame310,ENFJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ISTJc_148_frame260,ISTJc,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ENTP_157_frame80,ENTP_,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0
INFJ_7_frame190,INFJ_,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
ENFJc_53_frame100,ENFJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ENTJ_141_frame430,ENTJ_,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
ESTJc_37_frame560,ESTJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
INFJ_9_frame510,INFJ_,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
INFJc_151_frame0,INFJc,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ENFJ_170_frame170,ENFJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ISFJc_119_frame430,ISFJc,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0
ENFJ_97_frame420,ENFJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ESTJ_58_frame80,ESTJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ESTP_17_frame20,ESTP_,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0
ESTPc_113_frame210,ESTPc,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
ENFJc_42_frame280,ENFJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ESFP_85_frame320,ESFP_,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0
ESTJc_32_frame180,ESTJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ENTJ_133_frame10,ENTJ_,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
ISFPc_56_frame170,ISFPc,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0
ISTP_167_frame480,ISTP_,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
INTJc_129_frame430,INTJc,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0
ISTJc_147_frame220,ISTJc,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ESTJ_59_frame210,ESTJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
